Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2023-09-06,Malignant,2021,https://boxd.it/4Of49X,,,,2023-09-06
2023-09-07,Cruel Intentions,1999,https://boxd.it/4OhqNJ,,,,2023-09-06
2023-09-07,A Bigger Splash,2015,https://boxd.it/4OhU4z,,,,2023-09-06
2023-09-11,Passages,2023,https://boxd.it/4PGQ6Z,,,,2023-09-10
2023-10-02,Retribution,2023,https://boxd.it/4Vu6Zz,,,,2023-09-30
2023-10-02,Sun Alley,1999,https://boxd.it/4Vu7cX,,,,2023-09-30
2023-10-02,Princess Mononoke,1997,https://boxd.it/4Vu7mX,4,Yes,,2023-10-01
2023-10-02,For Your Eyes Only,1981,https://boxd.it/4Vu7x7,,,,2023-10-01
2023-10-07,Bottoms,2023,https://boxd.it/4X4283,,,,2023-10-06
2023-10-07,Inglourious Basterds,2009,https://boxd.it/4X7Dtt,4,Yes,,2023-10-06
2023-10-10,Marcel the Shell with Shoes On,2021,https://boxd.it/4Ye6xb,,,,2023-10-09
2023-10-14,The Equalizer 3,2023,https://boxd.it/4ZsGqH,,,,2023-10-11
2023-10-14,Madonna: Truth or Dare,1991,https://boxd.it/4ZsGzf,,,,2023-10-13
2023-10-16,Flight,2012,https://boxd.it/50tC8Z,,Yes,,2023-10-16
2023-10-16,Emma.,2020,https://boxd.it/50u5FN,2.5,Yes,,2023-10-16
2023-10-17,Beau Is Afraid,2023,https://boxd.it/50LYFR,,,,2023-10-17
2023-10-24,The Death of Stalin,2017,https://boxd.it/52MrZp,,Yes,,2023-10-22
2023-10-24,The Pigeon Tunnel,2023,https://boxd.it/531lYZ,,,,2023-10-24
2023-10-30,The Killer,2023,https://boxd.it/54QVJH,,,,2023-10-29
2023-11-02,Killers of the Flower Moon,2023,https://boxd.it/568I7F,,,,2023-11-01
2023-11-06,Bones and All,2022,https://boxd.it/57cvMx,,,,2023-11-05
2023-11-06,The Man Who Knew Too Much,1956,https://boxd.it/57gtln,,,,2023-11-05
2023-12-02,Napoleon,2023,https://boxd.it/5fG9RR,,,,2023-11-29
2023-12-04,Past Lives,2023,https://boxd.it/5gHDFn,,,,2023-12-03
2023-12-05,"Are You There God? It's Me, Margaret.",2023,https://boxd.it/5gS7kf,,,,2023-12-04
2023-12-08,The Creator,2023,https://boxd.it/5hKZDD,,,,2023-12-07
2023-12-08,May December,2023,https://boxd.it/5hWWFZ,,,,2023-12-08
2023-12-09,Atonement,2007,https://boxd.it/5hYzK7,,,,2023-12-08
2023-12-09,Intolerable Cruelty,2003,https://boxd.it/5i1fij,,,,2023-12-08
2023-12-10,Lightyear,2022,https://boxd.it/5ik9vz,,,,2023-12-09
2023-12-11,Elemental,2023,https://boxd.it/5iIhIT,,,,2023-12-10
2023-12-11,Anatomy of a Fall,2023,https://boxd.it/5iSHPV,,,,2023-12-10
2023-12-12,Maestro,2023,https://boxd.it/5jgzj1,,,,2023-12-11
2023-12-15,Klaus,2019,https://boxd.it/5kcA3T,3,Yes,,2023-12-14
2023-12-17,Godzilla Minus One,2023,https://boxd.it/5kY5Br,,,,2023-12-16
2023-12-25,Christmas As Usual,2023,https://boxd.it/5ojIQz,,,,2023-12-23
2023-12-26,The Muppet Christmas Carol,1992,https://boxd.it/5oG3lB,,,,2023-12-25
2023-12-26,Miracle on 34th Street,1994,https://boxd.it/5oG4cv,,,,2023-12-25
2023-12-27,The Associate,1996,https://boxd.it/5pjtXz,,,,2023-12-26
2023-12-31,Perfect Days,2023,https://boxd.it/5rZRkN,,,,2023-12-30
2024-01-08,Hercules,1997,https://boxd.it/5wFtQv,,Yes,,2024-01-01
2024-01-08,Quiz Lady,2023,https://boxd.it/5wFufP,,Yes,,2024-01-01
2024-01-08,Monty Python's The Meaning of Life,1983,https://boxd.it/5wFvsl,,,,2024-01-06
2024-01-08,Saltburn,2023,https://boxd.it/5wSHmP,,,,2024-01-07
2024-01-08,Gosford Park,2001,https://boxd.it/5xjX8D,,,,2024-01-08
2024-01-09,The Boy and the Heron,2023,https://boxd.it/5xxxdv,,,,2024-01-08
2024-01-11,20 Days in Mariupol,2023,https://boxd.it/5yB8yP,,,,2024-01-10
2024-01-12,Leave the World Behind,2023,https://boxd.it/5zrkJp,,,,2024-01-12
2024-01-22,Poor Things,2023,https://boxd.it/5Etvy7,,,,2024-01-21
2024-01-30,Next Goal Wins,2023,https://boxd.it/5InC9R,,,,2024-01-27
2024-01-29,The Holdovers,2023,https://boxd.it/5I051p,,,,2024-01-28
